"month","year","winery","wine_name","style","vintage","wine_type","primary_varietal_blend","varietal_list","rating","region","sub_region","sub_sub_region","estimated_price","natural?","","","","","","","","","","","","","","","","",""
"november","2018","","Cirelli La Collina Biologica","red","2015","montepulciano d'abruzzo","montepulciano d abruzzo","montepulciano d abruzzo","3","italy","abruzzo","","15","","","","","","","","","","","","","","","","","",""
"november","2018","","Tarima","red","2016","not in database","mourvedre","mourvedre","3","spain","jumilla","","15","","","","","","","","","","","","","","","","","",""
"november","2018","","Negroamaro Maiana Salentino","red","","not in database","negroamaro","negroamaro","3","italy","puglia","","20","","","","","","","","","","","","","","","","","",""
"november","2018","","Boen Santa Lucia Highlands","red","","central coast pinot noir","pinot noir","pinot noir","3","california","monterey","","15","","","","","","","","","","","","","","","","","",""
"november","2018","","The Ned Marisco Vineyards","red","2016","malborough pinot noir","pinot noir","pinot noir","3","new zealand","marlborough","","10","","","","","","","","","","","","","","","","","",""
"november","2018","","Estancia Vineyard","red","2017","central coast pinot noir","pinot noir","pinot noir","3","california","monterey county","","15","","","","","","","","","","","","","","","","","",""
"november","2018","","Kim Crawford","white","","marlborough sauvignon blanc","sauvignon blanc","sauvignon blanc","3","new zealand","marlborough","","16","","","","","","","","","","","","","","","","","",""
"november","2018","","Faustino VII Rijoa","red","2014","rioja tempranillo","tempranillo","tempranillo","3","spain","rioja","","15","","","","","","","","","","","","","","","","","",""
"november","2018","","Bucklin Bambino","red","2014","north coast zinfandel","zinfandel","zinfandel","3","california","sonoma","","25","","","","","","","","","","","","","","","","","",""
"october","2018","","Le Orme Michele Chiarlo","red","2015","piedmont barbera","barbera","barbera","3","italy","piedmont","asti","15","","","","","","","","","","","","","","","","","",""
"october","2018","","Damilano Langhe Nebbiolo","red","2015","langhe nebbiolo","nebbiolo","nebbiolo","3","italy","piedmont","langhe","25","","","","","","","","","","","","","","","","","",""
"october","2018","","Fudeo Maccari Saia IGT","red","2014","sicilia nero d'avola","nero d avola","nero d avola","3","italy","sicily","","25","","","","","","","","","","","","","","","","","",""
"october","2018","","Vinum Cellars Petite Sirah","red","2015","california petite sirah","petite sirah","petite sirah","3","california","central valley california","clarksburg","15","","","","","","","","","","","","","","","","","",""
"october","2018","","Le Monde","white","2016","not in database","pinot bianco","pinot bianco","3","italy","friuli-venezia","","20","","","","","","","","","","","","","","","","","",""
"october","2018","","Ruffino Modus Toscana Red","red","2014","not in database","sangiovese","sangiovese, cabernet sauvignon","3","italy","tuscany","","25","","","","","","","","","","","","","","","","","",""
"october","2018","","Tolaini Gran Selezione","red","2010","chianti classico","sangiovese","sangiovese","3","italy","tuscany","chianti","50","","","","","","","","","","","","","","","","","",""
"october","2018","","Poggio San Polo Brunello di Montalcino","red","2012","brunello di montalcino","sangiovese","sangiovese","3","italy","tuscany","montalcino","65","","","","","","","","","","","","","","","","","",""
"october","2018","","Fossacolle","red","2013","brunello di montalcino","sangiovese","sangiovese","3","italy","tuscany","montalcino","120","","","","","","","","","","","","","","","","","",""
"october","2018","","Podere Poggio Scalette Il Carbonaione","red","2013","not in database","sangiovese","sangiovese","3","italy","tuscany","","90","","","","","","","","","","","","","","","","","",""
"september","2019","Chehalem Winery","Chardonnay Reserve","white","2016","","chardonnay","chardonnay","3","oregon","willamette","dundee hills","","","","","","","","","","","","","","","","","","",""
"september","2019","Chehalem Winery","Ridgecrest Vineyard","white","2017","","gruner veltliner","gruner veltliner","3","oregon","willamette","ribbon ridge","","","","","","","","","","","","","","","","","","",""
"september","2019","Carlton Cellars","Estate pinot noir","red","2014","willamette pinot noir","pinot noir","pinot noir","3","oregon","willamette","yamhill carlton","","","","","","","","","","","","","","","","","","",""
"september","2019","Duck Pond","Champion Hill Vineyard","rose","2018","willamette pinot noir","pinot noir","pinot noir","3","oregon","willamette","","","","","","","","","","","","","","","","","","","",""
"september","2019","Elizabeth Chambers Cellars","Lazy River Vineyard","red","2015","willamette pinot noir","pinot noir","pinot noir","3","oregon","willamette","yamhill carlton","","","","","","","","","","","","","","","","","","",""
"september","2019","Saffron Fields Vineyard","Pinot Rose","rose","2018","willamette pinot noir","pinot noir","pinot noir","3","oregon","willamette","","","","","","","","","","","","","","","","","","","",""
"september","2019","Saffron Fields Vineyard","Pinot Noir","red","2016","willamette pinot noir","pinot noir","pinot noir","3","oregon","willamette","","","","","","","","","","","","","","","","","","","",""
"september","2019","Chehalem Winery","Rose of pinot noir","rose","2018","willamette pinot noir","pinot noir","pinot noir","3","oregon","willamette","chehalem mountains","","","","","","","","","","","","","","","","","","",""
"september","2018","","Bodegas Izadi Rioja Reserva","red","2012","rioja tempranillo","tempranillo","tempranillo","3","spain","rioja","","15","","","","","","","","","","","","","","","","","",""
"september","2018","","Finca Villacreces","red","2012","spanish tempranillo","tempranillo","tempranillo","3","spain","ribera del duero","","25","","","","","","","","","","","","","","","","","",""
"","","Favati Cretarossa","","white","2011","","algianico","algianico","3","","","","","","","","","","","","","","","","","","","","","",""
"","","Chasselay","Quatre saison beaujolais","red","2016","","gamay","gamay","3","","","","","","","","","","","","","","","","","","","","","",""
"","2019","Cloudline","Pinot Noir Willamette","red","2017","willamette pinot noir","pinot noir","pinot noir","3","oregon","willamette","","","","","","","","","","","","","","","","","","","",""
"","2019","Greo","Greo Sangiovese Rosso di Toscano","red","","","sangiovese","sangiovese","3","","","","","","","","","","","","","","","","","","","","","",""
"","2019","Nichol","Old Vine Syrah BC","red","","","syrah","syrah","3","canada","british colombia","","","","","","","","","","","","","","","","","","","",""
"","2019","Triennes","Triennes Rose","rose","","","","","3","","","","","","","","","","","","","","","","","","","","","",""
"","2019","Echo Bay","Bourdeaux Blend","red","","","","","3","canada","british colombia","","","","","","","","","","","","","","","","","","","",""
"","","","Gump Hof Vernatsch","","2017","","","","3","","","","","","","","","","","","","","","","","","","","","",""
"april","2019","","Pur Breton Oliver Cousin","red","2017","","cabernet franc","cabernet franc","2","loire valley","france","","","","","","","","","","","","","","","","","","","",""
"april","2019","","Six hands chardonnay","white","","","chardonnay","chardonnay","2","california","lodi","","","","","","","","","","","","","","","","","","","",""
"april","2019","Michael David","Michael David chardonnay","white","2017","","chardonnay","chardonnay","2","california","lodi","","","","","","","","","","","","","","","","","","","",""
"april","2019","Twisted Barrel","Chardonnay","white","2016","","chardonnay","chardonnay","2","california","lodi","","","","","","","","","","","","","","","","","","","",""
"april","2019","Hollyhock Lodge","Hollyhock Lodge","white","2018","","gamay noir blanc","gamay noir blanc","2","california","santa barbara","","","","","","","","","","","","","","","","","","","",""
"april","2019","Twisted Barrel","Grenache Rose","rose","2017","","grenache","grenache","2","california","lodi","","","","","","","","","","","","","","","","","","","",""
"april","2019","LangeTwins Winery","Miller","red","2015","","merlot","merlot","2","california","lodi","","","","","","","","","","","","","","","","","","","",""
"april","2019","Klinker Brick","Mourvedre","red","2016","","mourvedre","mourvedre","2","california","lodi","","","","","","","","","","","","","","","","","","","",""
"april","2019","","Six Hands petite sirah","red","","","petite sirah","petite sirah","2","california","lodi","","","","","","","","","","","","","","","","","","","",""
"april","2019","","District 7","red","2016","central coast pinot noir","pinot noir","pinot noir","2","california","monterrey","","","","","","","","","","","","","","","","","","","",""
"april","2019","Inkberry","Inkberry Mountain","red","2017","","shiraz","shiraz, cabernet sauvignon","2","australia","central ranges","","","","","","","","","","","","","","","","","","","",""
"april","2019","Michael David","Michael David zinfandel freak show","red","2017","","zinfandel","zinfandel","2","california","lodi","","","","","","","","","","","","","","","","","","","",""
"august","2019","Usual Wine","Usual wines big glass of red","red","","","cabernet sauvignon","cabernet sauvignon, zinfandel","2","","","","","","","","","","","","","","","","","","","","","",""
"august","2018","","Stephane Aviron Saint-Armour","red","2015","beaujolais","gamay","gamay","2","france","beaujolais","","22","","","","","","","","","","","","","","","","","",""
"august","2019","Becker Vineyards","Viognier","white","2017","","viognier","viognier","2","texas","","","","","","","","","","","","","","","","","","","","",""
"december","2018","","Enso Cab Franc","red","2015","","cabernet franc","cabernet franc","2","oregon","columbia river valley","","30","","","","","","","","","","","","","","","","","",""
"december","2018","","Casillero del Diablo Concha y Toro Reserva","red","2015","","carmenere","carmenere","2","chile","central valley","","10","","","","","","","","","","","","","","","","","",""
"december","2018","","Chateau Certan De May De Certan","red","2015","","merlot","merlot, cabernet franc, cabernet sauvignon","2","france","bordeaux","pomerol","50","","","","","","","","","","","","","","","","","",""
"december","2018","","19 crimes uprising","red","","","red blend","red blend","2","california","california","","15","","","","","","","","","","","","","","","","","",""
"december","2018","","Flux Mark Herald","red","2014","","syrah","syrah","2","california","napa valley","","15","","","","","","","","","","","","","","","","","",""
"december","2018","","La Mesa Viognier","white","2017","not in database","viognier","viognier","2","california","central valley california","lodi","25","","","","","","","","","","","","","","","","","",""
"february","2019","","Malvira Arneis","white","2017","","arneis","arneis","2","italy","piedmont","roero","30","","","","","","","","","","","","","","","","","",""
"february","2019","","Alpha Omega Two Squared Red","red","2016","","cabernet sauvignon","cabernet sauvignon, merlot","2","california","napa valley","","60","","","","","","","","","","","","","","","","","",""
"february","2019","","The Winery SF Chardonnay","white","2013","","chardonnay","chardonnay","2","california","north coast","","30","","","","","","","","","","","","","","","","","",""
"february","2019","","Lamarca Prosecco DOC","sparkling","","","glera","glera","2","italy","veneto","prosecco","15","","","","","","","","","","","","","","","","","",""
"february","2019","","Jauma ""Like Raindrops""","red","2017","","grenache","grenache","2","australia","","","24","","","","","","","","","","","","","","","","","",""
"february","2019","","Clos de Gilroy","red","2017","","grenache","grenache, syrah","2","california","central coast","","15","","","","","","","","","","","","","","","","","",""
"february","2019","","G Dehesa Gago","red","2015","","macabeo","macabeo, xarel-lo, tinta de toro","2","spain","toro","","15","","","","","","","","","","","","","","","","","",""
"february","2019","","Malvira Nebbiolo Classico","red","2015","","nebbiolo","nebbiolo","2","italy","piedmont","roero","40","","","","","","","","","","","","","","","","","",""
"february","2019","","Firefly ridge central coast pinot noir","red","2016","central coast pinot noir","pinot noir","pinot noir","2","california","central coast","","15","","","","","","","","","","","","","","","","","",""
"february","2019","","Hanna Sauvignon Blanc","white","2017","","sauvignon blanc","sauvignon blanc","2","california","russian river valley","","20","","","","","","","","","","","","","","","","","",""
"february","2019","","The Winery SF Sauvignon Blanc","white","2014","","sauvignon blanc","sauvignon blanc","2","california","","","25","","","","","","","","","","","","","","","","","",""
"february","2019","","VIE White Hawk","red","2012","","syrah","syrah","2","california","santa barbara","","40","","","","","","","","","","","","","","","","","",""
"february","2019","","La Quercia Trebbiano D'Abruzzo DOC","red","2016","","trebbiano d'abruzzo","trebbiano d'abruzzo","2","italy","trebbiano d'abruzzo","","15","","","","","","","","","","","","","","","","","",""
"february","2019","","The Winery SF White Blend","white","2013","","viognier","viognier, sauvignon blanc, semillion","2","california","north coast","","30","","","","","","","","","","","","","","","","","",""
"february","2019","","Old Vines St Francis Zin","red","2016","","zinfandel","zinfandel","2","california","russain river valley","","48","","","","","","","","","","","","","","","","","",""
"january","2019","","Chateau Sigalas Rabaud","dessert","2009","","semillion","semillion, sauvignon blanc","2","france","sauternes","","50","","","","","","","","","","","","","","","","","",""
"july","2019","Miriam Alexandra","Cabernet Sauvignon","red","2016","","cabernet sauvignon","cabernet sauvignon","2","california","napa","","","","","","","","","","","","","","","","","","","",""
"july","2019","Gracianna Winery","Suzanne's Blend","white","2015","","chardonnay","chardonnay","2","california","sonoma","","","","","","","","","","","","","","","","","","","",""
"july","2018","","Jacob's Creek Classic Shiraz","red","2016","southern australia shiraz","shiraz","shiraz","2","australia","south eastern australia","","7","","","","","","","","","","","","","","","","","",""
"june","2019","Thomas Fogarty","Chardonnay orange unfined unfiltered","orange","2017","","chardonnay","chardonnay","2","california","santa cruz mountains","","","","","","","","","","","","","","","","","","","",""
"june","2019","Thomas Fogarty","Rosalee pinot noir rose","rose","2018","central coast pinot noir","pinot noir","pinot noir","2","california","santa cruz mountains","","","","","","","","","","","","","","","","","","","",""
"june","2019","Crafted Union","Canned Rose","rose","","","","","2","","","","","","","","","","","","","","","","","","","","","",""
"june","2019","Francis Ford Coppola Winery","Sofia Blanc de Blanc can","sparkling","","","","","2","","","","","","","","","","","","","","","","","","","","","",""
"june","2019","Sans Wine Co","Canned sauvignon blanc","white","","","","","2","","","","","","","","","","","","","","","","","","","","","",""
"june","2019","Dark Horse","Pinot grigio","white","","","","","2","","","","","","","","","","","","","","","","","","","","","",""
"june","2019","Right Now Wines","Alpine stream white","white","","","","","2","","","","","","","","","","","","","","","","","","","","","",""
"march","2019","","Tikkia The Cosmic Cat Juama","red","2018","","syrah","syrah, grenache","2","australia","mclaren vale","","","","","","","","","","","","","","","","","","","",""
"march","2019","","Archies Shiraz Juama","red","2017","","syrah","syrah","2","australia","mclaren vale","","","","","","","","","","","","","","","","","","","",""
"march","2019","","Harrington San Benito","red","2017","","trousseau","trousseau","2","california","san benito","","","","","","","","","","","","","","","","","","","",""
"may","2019","Jam Cellars","Butter Chardonnay","white","2017","","chardonnay","chardonnay","2","california","acampo","","","","","","","","","","","","","","","","","","","",""
"may","2019","Gilbert Cellars","Vin du Vallee","white","2018","","grenache blanc","grenache blanc, viognier","2","washington","yakima valley","","","","","","","","","","","","","","","","","","","",""
"may","2019","Gilbert Cellars","GSM Blend Reserve No 1","red","2013","","gsm","grenache, syrah, mourvedre","2","washington","yakima valley","","","","","","","","","","","","","","","","","","","",""
"may","2019","Ken Wright","WV","white","2015","","pinot blanc","pinot blanc","2","oregon","willamette","","","","","","","","","","","","","","","","","","","",""
"may","2019","Cristom Vineyards","Estate Rose of Pinot Noir","rose","2018","willamette pinot noir","pinot noir","pinot noir","2","oregon","willamette","","","","","","","","","","","","","","","","","","","",""
"may","2019","Red Hawk Vineyard","Riesling","white","2018","","riesling","riesling","2","oregon","willamette","","","","","","","","","","","","","","","","","","","",""
"may","2019","Bethel Heights","Riesling","white","2016","","riesling","riesling","2","oregon","willamette","","","","","","","","","","","","","","","","","","","",""
"may","2019","Cristom Vineyards","Estate Syrah","red","2016","","syrah","syrah","2","oregon","willamette","","","","","","","","","","","","","","","","","","","",""
"november","2018","","Villa Cerrina Montepulciano D'Abruzzo","red","2018","montepulciano d'abruzzo","montepulciano d abruzzo","montepulciano d abruzzo","2","italy","abruzzo","","15","","","","","","","","","","","","","","","","","",""
"november","2018","","Naia Rueda","white","2017","verdejo","verdejo","verdejo","2","spain","rueda","","15","","","","","","","","","","","","","","","","","",""
"october","2018","","Brachetto Banfi Rosa Regale","sparkling","2017","not in database","brachetto","brachetto","2","italy","piedmont","","20","","","","","","","","","","","","","","","","","",""
"october","2018","","Braida Moscato d Asti","dessert","2015","not in database","moscato","moscato","2","italy","piedmont","asti","15","","","","","","","","","","","","","","","","","",""
"september","2019","Domaine Divio","Passtoutgrain","red","2018","","gamay","pinot noir, gamay","2","oregon","willamette","","","","","","","","","","","","","","","","","","","",""
"september","2019","Emerson Vineyards","Estate Viognier","white","2017","","viognier","viognier","2","oregon","willamette","","","","","","","","","","","","","","","","","","","",""
"","2019","Canoe Ridge","Washington State Cabernet Sauvignon","red","2017","","cabernet sauvignon","cabernet sauvignon","2","washington","","","","","","","","","","","","","","","","","","","","",""
"","2019","Parigot","Parigot Bourgogne Brut Cote d'Or","sparkling","nv","","gamay","gamay","2","","","","","","","","","","","","","","","","","","","","","",""
"april","2019","","Six Hands winery","white","","","chenin blanc","chenin blanc","1","california","lodi","","","","","","","","","","","","","","","","","","","",""
"april","2019","Klinker Brick","Petite Sirah","red","2015","","petite sirah","petie sirah","1","california","lodi","","","","","","","","","","","","","","","","","","","",""
"april","2019","Formation","Formation Pinot Noir","red","2015","central coast pinot noir","pinot noir","pinot noir","1","california","monterrey","","","","","","","","","","","","","","","","","","","",""
"april","2019","Twisted Barrel","Symphony","white","2016","","symphony","symphony","1","california","lodi","","","","","","","","","","","","","","","","","","","",""
"february","2019","","Francis Coppola Red Label","red","2015","","zinfandel","zinfandel","1","california","napa valley","","15","","","","","","","","","","","","","","","","","",""
"june","2019","Presto","Lambrusco","red","","","lambrusco","lambrusco","1","","","","","","","","","","","","","","","","","","","","","",""
"june","2019","Right Now Wines","Red number 8","red","","","","","1","","","","","","","","","","","","","","","","","","","","","",""
"may","2019","Red Hawk Vineyard","Carmenere","red","2017","","carmenere","carmenere","1","oregon","willamette","","","","","","","","","","","","","","","","","","","",""
"may","2019","Red Hawk Vineyard","Dolchetto","red","2017","","dolchetto","dolchetto","1","oregon","willamette","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","",""
